?cls	?pred	?val	?synType
<http://purl.obolibrary.org/obo/CLO_0009284>	<http://www.w3.org/2000/01/rdf-schema#label>	"TCMK-1 cell"	
<http://purl.obolibrary.org/obo/CLO_0050643>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB0159 cell"	
<http://purl.obolibrary.org/obo/CLO_0050467>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB2270 cell"	
<http://purl.obolibrary.org/obo/CLO_0007983>	<http://www.w3.org/2000/01/rdf-schema#label>	"NCI-H1184 cell"	
<http://purl.obolibrary.org/obo/CLO_0009511>	<http://www.w3.org/2000/01/rdf-schema#label>	"V-B95 cell"	
<http://purl.obolibrary.org/obo/CLO_0037217>	<http://www.w3.org/2000/01/rdf-schema#label>	"DRD cell"@en	
<http://purl.obolibrary.org/obo/CLO_0009335>	<http://www.w3.org/2000/01/rdf-schema#label>	"TGP 52 cell"	
<http://purl.obolibrary.org/obo/CLO_0006550>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGL008/99 cell"	
<http://purl.obolibrary.org/obo/CLO_0009159>	<http://www.w3.org/2000/01/rdf-schema#label>	"Subclone 707 TG2 cell"	
<http://purl.obolibrary.org/obo/CLO_0006374>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF132/80 cell"	
<http://purl.obolibrary.org/obo/CLO_0050518>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB0456 cell"	
<http://purl.obolibrary.org/obo/CLO_0006198>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF104/83 cell"	
<http://purl.obolibrary.org/obo/CLO_0007858>	<http://www.w3.org/2000/01/rdf-schema#label>	"MPP 89 cell"	
<http://purl.obolibrary.org/obo/CLO_0006601>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGL017/01 cell"	
<http://purl.obolibrary.org/obo/CLO_0004897>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF025/83 cell"	
<http://purl.obolibrary.org/obo/CLO_0006425>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF153/83 cell"	
<http://purl.obolibrary.org/obo/CLO_0003640>	<http://www.w3.org/2000/01/rdf-schema#label>	"HCC1569 cell"	
<http://purl.obolibrary.org/obo/CLO_0006249>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF110/81 cell"	
<http://purl.obolibrary.org/obo/CLO_0003464>	<http://www.w3.org/2000/01/rdf-schema#label>	"GCT cell"	
<http://purl.obolibrary.org/obo/CLO_0007909>	<http://www.w3.org/2000/01/rdf-schema#label>	"MVPK-1 cell"	
<http://purl.obolibrary.org/obo/CLO_0003288>	<http://www.w3.org/2000/01/rdf-schema#label>	"FIB-NC22 cell"	
<http://purl.obolibrary.org/obo/CLO_0002031>	<http://www.w3.org/2000/01/rdf-schema#label>	"BRL-3A cell"	
<http://purl.obolibrary.org/obo/CLO_0004948>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF027/90 cell"	
<http://purl.obolibrary.org/obo/CLO_0001987>	<http://www.w3.org/2000/01/rdf-schema#label>	"BL-41 cell"	
<http://purl.obolibrary.org/obo/CLO_0003515>	<http://www.w3.org/2000/01/rdf-schema#label>	"GM00638 cell"	
<http://purl.obolibrary.org/obo/CLO_0003339>	<http://www.w3.org/2000/01/rdf-schema#label>	"FIB-SCLE12 cell"	
<http://purl.obolibrary.org/obo/CLO_0051152>	<http://www.w3.org/2000/01/rdf-schema#label>	"HSC0046 cell"	
<http://purl.obolibrary.org/obo/CLO_0008492>	<http://www.w3.org/2000/01/rdf-schema#label>	"PS 38 cell"	
<http://purl.obolibrary.org/obo/CLO_0009976>	<http://www.w3.org/2000/01/rdf-schema#label>	"HA7-RCC cell"	
<http://purl.obolibrary.org/obo/CLO_0051203>	<http://www.w3.org/2000/01/rdf-schema#label>	"HSC0159 cell"	
<http://purl.obolibrary.org/obo/CLO_0051027>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB3515 cell"	
<http://purl.obolibrary.org/obo/CLO_0008543>	<http://www.w3.org/2000/01/rdf-schema#label>	"PVBC-EDS285 cell"	
<http://purl.obolibrary.org/obo/CLO_0008367>	<http://www.w3.org/2000/01/rdf-schema#label>	"PAb 100 cell"	
<http://purl.obolibrary.org/obo/CLO_0005582>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF058/91 cell"	
<http://purl.obolibrary.org/obo/CLO_0007110>	<http://www.w3.org/2000/01/rdf-schema#label>	"KMA cell"	
<http://purl.obolibrary.org/obo/CLO_0008418>	<http://www.w3.org/2000/01/rdf-schema#label>	"PEK cell"	
<http://purl.obolibrary.org/obo/CLO_0005633>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF061/91 cell"	
<http://purl.obolibrary.org/obo/CLO_0005457>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF051/90 cell"	
<http://purl.obolibrary.org/obo/CLO_0002672>	<http://www.w3.org/2000/01/rdf-schema#label>	"D24 cell"	
<http://purl.obolibrary.org/obo/CLO_0004200>	<http://www.w3.org/2000/01/rdf-schema#label>	"Hs 895.T cell"	
<http://purl.obolibrary.org/obo/CLO_0002496>	<http://www.w3.org/2000/01/rdf-schema#label>	"CLN cell"	
<http://purl.obolibrary.org/obo/CLO_0004024>	<http://www.w3.org/2000/01/rdf-schema#label>	"Hs 610.Sk cell"	
<http://purl.obolibrary.org/obo/CLO_0001063>	<http://www.w3.org/2000/01/rdf-schema#label>	"129A3/1 cell"	
<http://purl.obolibrary.org/obo/CLO_0005508>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF054/83 cell"	
<http://purl.obolibrary.org/obo/CLO_0002723>	<http://www.w3.org/2000/01/rdf-schema#label>	"DBTRG-05MG cell"	
<http://purl.obolibrary.org/obo/CLO_0002547>	<http://www.w3.org/2000/01/rdf-schema#label>	"COLO 320HSR cell"	
<http://purl.obolibrary.org/obo/CLO_0001114>	<http://www.w3.org/2000/01/rdf-schema#label>	"16-1-11N cell"	
<http://purl.obolibrary.org/obo/CLO_0050360>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB0867 cell"	
<http://purl.obolibrary.org/obo/CLO_0050184>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB2642 cell"	
<http://purl.obolibrary.org/obo/CLO_0037110>	<http://www.w3.org/2000/01/rdf-schema#label>	"KP-4 cell"	
<http://purl.obolibrary.org/obo/CLO_0009052>	<http://www.w3.org/2000/01/rdf-schema#label>	"SK-N-BE(2) cell"	
<http://purl.obolibrary.org/obo/CLO_0050411>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB1699 cell"	
<http://purl.obolibrary.org/obo/CLO_0006091>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF095/82 cell"	
<http://purl.obolibrary.org/obo/CLO_0050235>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB1422 cell"	
<http://purl.obolibrary.org/obo/CLO_0007751>	<http://www.w3.org/2000/01/rdf-schema#label>	"MM14.Lu cell"	
<http://purl.obolibrary.org/obo/CLO_0050059>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB1967 cell"	
<http://purl.obolibrary.org/obo/CLO_0007575>	<http://www.w3.org/2000/01/rdf-schema#label>	"MC/CAR cell"	
<http://purl.obolibrary.org/obo/CLO_0004790>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF020/87 cell"	
<http://purl.obolibrary.org/obo/CLO_0009103>	<http://www.w3.org/2000/01/rdf-schema#label>	"SNU-C1 cell"	
<http://purl.obolibrary.org/obo/CLO_0007399>	<http://www.w3.org/2000/01/rdf-schema#label>	"LS129-3C3-E3-1 cell"	
<http://purl.obolibrary.org/obo/CLO_0006142>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF099/85 cell"	
<http://purl.obolibrary.org/obo/CLO_0007802>	<http://www.w3.org/2000/01/rdf-schema#label>	"M-M96 cell"	
<http://purl.obolibrary.org/obo/CLO_0003181>	<http://www.w3.org/2000/01/rdf-schema#label>	"FH 38 cell"	
<http://purl.obolibrary.org/obo/CLO_0007626>	<http://www.w3.org/2000/01/rdf-schema#label>	"MD94SIL2 cell"	
<http://purl.obolibrary.org/obo/CLO_0004841>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF022/93 cell"	
<http://purl.obolibrary.org/obo/CLO_0004665>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF014/90 cell"	
<http://purl.obolibrary.org/obo/CLO_0001880>	<http://www.w3.org/2000/01/rdf-schema#label>	"B-B92c cell"	
<http://purl.obolibrary.org/obo/CLO_0004489>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF006/01 cell"	
<http://purl.obolibrary.org/obo/CLO_0006017>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF088/87 cell"	
<http://purl.obolibrary.org/obo/CLO_0003232>	<http://www.w3.org/2000/01/rdf-schema#label>	"FH 96 cell"	
<http://purl.obolibrary.org/obo/CLO_0003056>	<http://www.w3.org/2000/01/rdf-schema#label>	"FC77.T cell"	
<http://purl.obolibrary.org/obo/CLO_0004716>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF017/00 cell"	
<http://purl.obolibrary.org/obo/CLO_0001931>	<http://www.w3.org/2000/01/rdf-schema#label>	"Bet-2 cell"	
<http://purl.obolibrary.org/obo/CLO_0001755>	<http://www.w3.org/2000/01/rdf-schema#label>	"ASK cell"	
<http://purl.obolibrary.org/obo/CLO_0001579>	<http://www.w3.org/2000/01/rdf-schema#label>	"A3.4H2 cell"	
<http://purl.obolibrary.org/obo/CLO_0003107>	<http://www.w3.org/2000/01/rdf-schema#label>	"FH 118 cell"	
<http://purl.obolibrary.org/obo/CLO_0001806>	<http://www.w3.org/2000/01/rdf-schema#label>	"B21-2 cell"	
<http://purl.obolibrary.org/obo/CLO_0009693>	<http://www.w3.org/2000/01/rdf-schema#label>	"XrS6-hamKu80 cell"	
<http://purl.obolibrary.org/obo/CLO_0008260>	<http://www.w3.org/2000/01/rdf-schema#label>	"OLGA-PH-J/92 cell"	
<http://purl.obolibrary.org/obo/CLO_0050876>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB1677 cell"	
<http://purl.obolibrary.org/obo/CLO_0009920>	<http://www.w3.org/2000/01/rdf-schema#label>	"SUM225CWN cell"	
<http://purl.obolibrary.org/obo/CLO_0008084>	<http://www.w3.org/2000/01/rdf-schema#label>	"NCI-H345 cell"	
<http://purl.obolibrary.org/obo/CLO_0009568>	<http://www.w3.org/2000/01/rdf-schema#label>	"WEHI 22.1 cell"	
<http://purl.obolibrary.org/obo/CLO_0006783>	<http://www.w3.org/2000/01/rdf-schema#label>	"IMG-1344 cell"	
<http://purl.obolibrary.org/obo/CLO_0008311>	<http://www.w3.org/2000/01/rdf-schema#label>	"P22 cell"	
<http://purl.obolibrary.org/obo/CLO_0050927>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB1889 cell"	
<http://purl.obolibrary.org/obo/CLO_0008135>	<http://www.w3.org/2000/01/rdf-schema#label>	"NCTC 4206 cell"	
<http://purl.obolibrary.org/obo/CLO_0005350>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF046/79 cell"	
<http://purl.obolibrary.org/obo/CLO_0005174>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF038/83 cell"	
<http://purl.obolibrary.org/obo/CLO_0009619>	<http://www.w3.org/2000/01/rdf-schema#label>	"WM793B cell"	
<http://purl.obolibrary.org/obo/CLO_0006834>	<http://www.w3.org/2000/01/rdf-schema#label>	"IMG-678 cell"	
<http://purl.obolibrary.org/obo/CLO_0006658>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGL033/99 cell"	
<http://purl.obolibrary.org/obo/CLO_0003873>	<http://www.w3.org/2000/01/rdf-schema#label>	"Hs 195.T cell"	
<http://purl.obolibrary.org/obo/CLO_0005401>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF048/95 cell"	
<http://purl.obolibrary.org/obo/CLO_0003697>	<http://www.w3.org/2000/01/rdf-schema#label>	"HeLa TK- cell"	
<http://purl.obolibrary.org/obo/CLO_0005225>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF040/90 cell"	
<http://purl.obolibrary.org/obo/CLO_0002440>	<http://www.w3.org/2000/01/rdf-schema#label>	"CHO205PV cell"	
<http://purl.obolibrary.org/obo/CLO_0005049>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF032/87 cell"	
<http://purl.obolibrary.org/obo/CLO_0002264>	<http://www.w3.org/2000/01/rdf-schema#label>	"CCD-1077Sk cell"	
<http://purl.obolibrary.org/obo/CLO_0006709>	<http://www.w3.org/2000/01/rdf-schema#label>	"IMG-1007 cell"	
<http://purl.obolibrary.org/obo/CLO_0003924>	<http://www.w3.org/2000/01/rdf-schema#label>	"Hs 324.T cell"	
<http://purl.obolibrary.org/obo/CLO_0002088>	<http://www.w3.org/2000/01/rdf-schema#label>	"C1293 cell"	
<http://purl.obolibrary.org/obo/CLO_0003748>	<http://www.w3.org/2000/01/rdf-schema#label>	"HIAE-38 cell"	
<http://purl.obolibrary.org/obo/CLO_0002315>	<http://www.w3.org/2000/01/rdf-schema#label>	"CCD-32Lu cell"	
<http://purl.obolibrary.org/obo/CLO_0051561>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB1928 cell"	
<http://purl.obolibrary.org/obo/CLO_0002139>	<http://www.w3.org/2000/01/rdf-schema#label>	"C5PV cell"	
<http://purl.obolibrary.org/obo/CLO_0051385>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB1456 cell"	
<http://purl.obolibrary.org/obo/CLO_0000131>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal columnar/cuboidal epithelial cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0051612>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB1833 cell"	
<http://purl.obolibrary.org/obo/CLO_0007292>	<http://www.w3.org/2000/01/rdf-schema#label>	"LDR2B cell"	
<http://purl.obolibrary.org/obo/CLO_0051436>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB1806 cell"	
<http://purl.obolibrary.org/obo/CLO_0008952>	<http://www.w3.org/2000/01/rdf-schema#label>	"SBC-7 cell"	
<http://purl.obolibrary.org/obo/CLO_0008776>	<http://www.w3.org/2000/01/rdf-schema#label>	"RED.1 cell"	
<http://purl.obolibrary.org/obo/CLO_0005991>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF086/84 cell"	
<http://purl.obolibrary.org/obo/CLO_0050003>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB1155 cell"	
<http://purl.obolibrary.org/obo/CLO_0007343>	<http://www.w3.org/2000/01/rdf-schema#label>	"LM 2 cell"	
<http://purl.obolibrary.org/obo/CLO_0007167>	<http://www.w3.org/2000/01/rdf-schema#label>	"L17.8 cell"	
<http://purl.obolibrary.org/obo/CLO_0004382>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGA063/80 cell"	
<http://purl.obolibrary.org/obo/CLO_0008827>	<http://www.w3.org/2000/01/rdf-schema#label>	"RKO-E6 cell"	
<http://purl.obolibrary.org/obo/CLO_0005866>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF076/91 cell"	
<http://purl.obolibrary.org/obo/CLO_0007218>	<http://www.w3.org/2000/01/rdf-schema#label>	"L91.7 cell"	
<http://purl.obolibrary.org/obo/CLO_0004433>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF003/80 cell"	
<http://purl.obolibrary.org/obo/CLO_0004257>	<http://www.w3.org/2000/01/rdf-schema#label>	"Hs913T cell"	
<http://purl.obolibrary.org/obo/CLO_0001472>	<http://www.w3.org/2000/01/rdf-schema#label>	"7-34-1 cell"	
<http://purl.obolibrary.org/obo/CLO_0003000>	<http://www.w3.org/2000/01/rdf-schema#label>	"FB2.K cell"	
<http://purl.obolibrary.org/obo/CLO_0005917>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF080/83 cell"	
<http://purl.obolibrary.org/obo/CLO_0001296>	<http://www.w3.org/2000/01/rdf-schema#label>	"32D cell"	
<http://purl.obolibrary.org/obo/CLO_0002956>	<http://www.w3.org/2000/01/rdf-schema#label>	"EZZ (TOU II-4) cell"	
<http://purl.obolibrary.org/obo/CLO_0004308>	<http://www.w3.org/2000/01/rdf-schema#label>	"HUVS-112D cell"	
<http://purl.obolibrary.org/obo/CLO_0037292>	<http://www.w3.org/2000/01/rdf-schema#label>	"SKMEL1"@en	
<http://purl.obolibrary.org/obo/CLO_0001523>	<http://www.w3.org/2000/01/rdf-schema#label>	"8-MG-BA cell"	
<http://purl.obolibrary.org/obo/CLO_0001347>	<http://www.w3.org/2000/01/rdf-schema#label>	"3T3 MEFs KO cell"	
<http://purl.obolibrary.org/obo/CLO_0050593>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB1577 cell"	
<http://purl.obolibrary.org/obo/CLO_0037343>	<http://www.w3.org/2000/01/rdf-schema#label>	"cell line registry"@en	
<http://purl.obolibrary.org/obo/CLO_0009461>	<http://www.w3.org/2000/01/rdf-schema#label>	"U-373 MG cell"	
<http://purl.obolibrary.org/obo/CLO_0050820>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB1473 cell"	
<http://purl.obolibrary.org/obo/CLO_0037167>	<http://www.w3.org/2000/01/rdf-schema#label>	"SW962 cell"	
<http://purl.obolibrary.org/obo/CLO_0009285>	<http://www.w3.org/2000/01/rdf-schema#label>	"TD.1 cell"	
<http://purl.obolibrary.org/obo/CLO_0050644>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB0252 cell"	
<http://purl.obolibrary.org/obo/CLO_0050468>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB1955 cell"	
<http://purl.obolibrary.org/obo/CLO_0007984>	<http://www.w3.org/2000/01/rdf-schema#label>	"NCI-H1238 cell"	
<http://purl.obolibrary.org/obo/CLO_0009512>	<http://www.w3.org/2000/01/rdf-schema#label>	"VBA88Mf cell"	
<http://purl.obolibrary.org/obo/CLO_0037218>	<http://www.w3.org/2000/01/rdf-schema#label>	"HL2/3"@en	
<http://purl.obolibrary.org/obo/CLO_0009336>	<http://www.w3.org/2000/01/rdf-schema#label>	"TGP 54 cell"	
<http://purl.obolibrary.org/obo/CLO_0006551>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGL009/00 cell"	
<http://purl.obolibrary.org/obo/CLO_0006375>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF132/82 cell"	
<http://purl.obolibrary.org/obo/CLO_0003590>	<http://www.w3.org/2000/01/rdf-schema#label>	"H25B10 cell"	
<http://purl.obolibrary.org/obo/CLO_0050519>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB2305 cell"	
<http://purl.obolibrary.org/obo/CLO_0006199>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF104/84 cell"	
<http://purl.obolibrary.org/obo/CLO_0007859>	<http://www.w3.org/2000/01/rdf-schema#label>	"MPRO Cell Line,   Clone 2.1 cell"	
<http://purl.obolibrary.org/obo/CLO_0006602>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGL017/96 cell"	
<http://purl.obolibrary.org/obo/CLO_0004898>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF025/84 cell"	
<http://purl.obolibrary.org/obo/CLO_0006426>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF154/82 cell"	
<http://purl.obolibrary.org/obo/CLO_0003641>	<http://www.w3.org/2000/01/rdf-schema#label>	"HCC1599 cell"	
<http://purl.obolibrary.org/obo/CLO_0003465>	<http://www.w3.org/2000/01/rdf-schema#label>	"Gd1T cell"	
<http://purl.obolibrary.org/obo/CLO_0003289>	<http://www.w3.org/2000/01/rdf-schema#label>	"FIB-NC23 cell"	
<http://purl.obolibrary.org/obo/CLO_0002032>	<http://www.w3.org/2000/01/rdf-schema#label>	"BS/BEK cell"	
<http://purl.obolibrary.org/obo/CLO_0004949>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF027/91 cell"	
<http://purl.obolibrary.org/obo/CLO_0001988>	<http://www.w3.org/2000/01/rdf-schema#label>	"BL-70 cell"	
<http://purl.obolibrary.org/obo/CLO_0003516>	<http://www.w3.org/2000/01/rdf-schema#label>	"GM00639 cell"	
<http://purl.obolibrary.org/obo/CLO_0051153>	<http://www.w3.org/2000/01/rdf-schema#label>	"HSC0117 cell"	
<http://purl.obolibrary.org/obo/CLO_0008493>	<http://www.w3.org/2000/01/rdf-schema#label>	"PS 41 cell"	
<http://purl.obolibrary.org/obo/CLO_0007060>	<http://www.w3.org/2000/01/rdf-schema#label>	"K562 cl.6 cell"	
<http://purl.obolibrary.org/obo/CLO_0009977>	<http://www.w3.org/2000/01/rdf-schema#label>	"KMRC-1 cell"	
<http://purl.obolibrary.org/obo/CLO_0051204>	<http://www.w3.org/2000/01/rdf-schema#label>	"HEV0096 cell"	
<http://purl.obolibrary.org/obo/CLO_0008720>	<http://www.w3.org/2000/01/rdf-schema#label>	"R63 cell"	
<http://purl.obolibrary.org/obo/CLO_0051028>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB1921 cell"	
<http://purl.obolibrary.org/obo/CLO_0008544>	<http://www.w3.org/2000/01/rdf-schema#label>	"PVBC-EDS487 cell"	
<http://purl.obolibrary.org/obo/CLO_0008368>	<http://www.w3.org/2000/01/rdf-schema#label>	"PAb 101 cell"	
<http://purl.obolibrary.org/obo/CLO_0005583>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF058/93 cell"	
<http://purl.obolibrary.org/obo/CLO_0007111>	<http://www.w3.org/2000/01/rdf-schema#label>	"KMC8.8 cell"	
<http://purl.obolibrary.org/obo/CLO_0004150>	<http://www.w3.org/2000/01/rdf-schema#label>	"Hs 841.T cell"	
<http://purl.obolibrary.org/obo/CLO_0005810>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF072/91 cell"	
<http://purl.obolibrary.org/obo/CLO_0008419>	<http://www.w3.org/2000/01/rdf-schema#label>	"Per Sel cell"	
<http://purl.obolibrary.org/obo/CLO_0005634>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF061/92 cell"	
<http://purl.obolibrary.org/obo/CLO_0005458>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF051/91 cell"	
<http://purl.obolibrary.org/obo/CLO_0002673>	<http://www.w3.org/2000/01/rdf-schema#label>	"D283 Med cell"	
<http://purl.obolibrary.org/obo/CLO_0004201>	<http://www.w3.org/2000/01/rdf-schema#label>	"Hs 898.Sk cell"	
<http://purl.obolibrary.org/obo/CLO_0002497>	<http://www.w3.org/2000/01/rdf-schema#label>	"CLN H11.4 cell"	
<http://purl.obolibrary.org/obo/CLO_0004025>	<http://www.w3.org/2000/01/rdf-schema#label>	"Hs 611.T cell"	
<http://purl.obolibrary.org/obo/CLO_0001240>	<http://www.w3.org/2000/01/rdf-schema#label>	"2A3A1H cell"	
<http://purl.obolibrary.org/obo/CLO_0002900>	<http://www.w3.org/2000/01/rdf-schema#label>	"Ehrlich-Lettre ascites, strain E cell"	
<http://purl.obolibrary.org/obo/CLO_0001064>	<http://www.w3.org/2000/01/rdf-schema#label>	"12-A-3 cell"	
<http://purl.obolibrary.org/obo/CLO_0005509>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF054/84 cell"	
<http://purl.obolibrary.org/obo/CLO_0002724>	<http://www.w3.org/2000/01/rdf-schema#label>	"DBV95 cell"	
<http://purl.obolibrary.org/obo/CLO_0002548>	<http://www.w3.org/2000/01/rdf-schema#label>	"COLO 357 cell"	
<http://purl.obolibrary.org/obo/CLO_0037060>	<http://www.w3.org/2000/01/rdf-schema#label>	"SU-DHL-16 cell"	
<http://purl.obolibrary.org/obo/CLO_0001115>	<http://www.w3.org/2000/01/rdf-schema#label>	"16-1-2N cell"	
<http://purl.obolibrary.org/obo/CLO_0050361>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB0868 cell"	
<http://purl.obolibrary.org/obo/CLO_0050185>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB2620 cell"	
<http://purl.obolibrary.org/obo/CLO_0037111>	<http://www.w3.org/2000/01/rdf-schema#label>	"MZ1-PC cell"	
<http://purl.obolibrary.org/obo/CLO_0009053>	<http://www.w3.org/2000/01/rdf-schema#label>	"SK-N-BE(2)-C cell"	
<http://purl.obolibrary.org/obo/CLO_0050412>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB1821 cell"	
<http://purl.obolibrary.org/obo/CLO_0006092>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF095/83 cell"	
<http://purl.obolibrary.org/obo/CLO_0050236>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB2758 cell"	
<http://purl.obolibrary.org/obo/CLO_0007752>	<http://www.w3.org/2000/01/rdf-schema#label>	"MM14.OT cell"	
<http://purl.obolibrary.org/obo/CLO_0007576>	<http://www.w3.org/2000/01/rdf-schema#label>	"MC/CAR-Z2 cell"	
<http://purl.obolibrary.org/obo/CLO_0004791>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF020/88 cell"	
<http://purl.obolibrary.org/obo/CLO_0009104>	<http://www.w3.org/2000/01/rdf-schema#label>	"SNU-C2A cell"	
<http://purl.obolibrary.org/obo/CLO_0006143>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF099/86 cell"	
<http://purl.obolibrary.org/obo/CLO_0007803>	<http://www.w3.org/2000/01/rdf-schema#label>	"MMA cell"	
<http://purl.obolibrary.org/obo/CLO_0003182>	<http://www.w3.org/2000/01/rdf-schema#label>	"FH 39 cell"	
<http://purl.obolibrary.org/obo/CLO_0007627>	<http://www.w3.org/2000/01/rdf-schema#label>	"MD94SLEBV cell"	
<http://purl.obolibrary.org/obo/CLO_0004842>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF022/94 cell"	
<http://purl.obolibrary.org/obo/CLO_0004666>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF014/91 cell"	
<http://purl.obolibrary.org/obo/CLO_0001881>	<http://www.w3.org/2000/01/rdf-schema#label>	"B-B92s cell"	
<http://purl.obolibrary.org/obo/CLO_0006018>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF088/89 cell"	
<http://purl.obolibrary.org/obo/CLO_0003233>	<http://www.w3.org/2000/01/rdf-schema#label>	"FH 97 cell"	
<http://purl.obolibrary.org/obo/CLO_0003057>	<http://www.w3.org/2000/01/rdf-schema#label>	"FC79.We cell"	
<http://purl.obolibrary.org/obo/CLO_0004717>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF017/01 cell"	
<http://purl.obolibrary.org/obo/CLO_0001932>	<http://www.w3.org/2000/01/rdf-schema#label>	"BETA-TC-3 cell"	
<http://purl.obolibrary.org/obo/CLO_0001756>	<http://www.w3.org/2000/01/rdf-schema#label>	"AsPC-1 cell"	
<http://purl.obolibrary.org/obo/CLO_0003108>	<http://www.w3.org/2000/01/rdf-schema#label>	"FH 119 cell"	
<http://purl.obolibrary.org/obo/CLO_0009870>	<http://www.w3.org/2000/01/rdf-schema#label>	"EW-18 cell"	
<http://purl.obolibrary.org/obo/CLO_0001807>	<http://www.w3.org/2000/01/rdf-schema#label>	"B2195 cell"	
<http://purl.obolibrary.org/obo/CLO_0009694>	<http://www.w3.org/2000/01/rdf-schema#label>	"XR-V15B cell"	
<http://purl.obolibrary.org/obo/CLO_0008261>	<http://www.w3.org/2000/01/rdf-schema#label>	"OM 3-1.1 cell"	
<http://purl.obolibrary.org/obo/CLO_0050877>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB2225 cell"	
<http://purl.obolibrary.org/obo/CLO_0009921>	<http://www.w3.org/2000/01/rdf-schema#label>	"SUM229PE cell"	
